snomedcode,term_snomed,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId
237091009#,Infective vaginitis,355375010#,1,0,1,5103271000006114#,PV - Vaginal infection,^ESCTPV510327,NA,355374014,NA,31
237091009#,Infective vaginitis,355375010#,1,0,1,5103261000006119#,Vaginal infection,^ESCTVA510326,NA,355373015,NA,31
237091009#,Infective vaginitis (disorder),625772015#,1,0,1,5103251000006116#,Infective vaginitis,^ESCTIN510325,NA,355375010,NA,32
237091009#,Infective vaginitis (disorder),625772015#,1,0,1,5103271000006114#,PV - Vaginal infection,^ESCTPV510327,NA,355374014,NA,31
237091009#,Infective vaginitis (disorder),625772015#,1,0,1,5103261000006119#,Vaginal infection,^ESCTVA510326,NA,355373015,NA,31
237093007#,Prepubertal vaginitis,355384010#,1,0,1,5103281000006112#,Prepubertal vaginitis,^ESCTPR510328,NA,355384010,NA,31
237093007#,Prepubertal vaginitis (disorder),625775018#,1,0,1,5103281000006112#,Prepubertal vaginitis,^ESCTPR510328,NA,355384010,NA,31
237095000#,Gonococcal vulvovaginitis,355386012#,1,0,1,5103301000006111#,Gonococcal vulvovaginitis,^ESCTGO510330,NA,355386012,NA,31
237095000#,Gonococcal vulvovaginitis (disorder),625777014#,1,0,1,5103301000006111#,Gonococcal vulvovaginitis,^ESCTGO510330,NA,355386012,NA,31
240706001#,Candida infection of genital region,360539010#,1,0,1,5150991000006115#,Candida infection of genital region,^ESCTCA515099,NA,360539010,NA,32
240706001#,Candida infection of genital region (disorder),629888019#,1,0,1,5150991000006115#,Candida infection of genital region,^ESCTCA515099,NA,360539010,NA,32
24520005#,Acute vaginitis,41130015#,1,0,1,2891341000006115#,Acute vaginitis,^ESCTAC289134,NA,41130015,NA,31
24520005#,Acute vaginitis (disorder),754165018#,1,0,1,2891341000006115#,Acute vaginitis,^ESCTAC289134,NA,41130015,NA,31
266155003#,Candidal vulvovaginitis NOS,395436014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
266155003#,Candidal vulvovaginitis NOS (disorder),658612016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
266655004#,Vulvovaginitis,396983014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
266655004#,Vaginitis - non sp.,396984015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
266655004#,Vaginitis/vulvovaginitis,396985019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
266655004#,Vulvo-vaginitis,396986018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
266655004#,(Vaginitis &/or vulvovaginitis (& non specified)) or (bacterial vaginosis) or (vulvitis non specified),396988017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
266655004#,(Vaginitis &/or vulvovaginitis (& non specified)) or (bacterial vaginosis) or (vulvitis non specified),659179011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
266655004#,(Vaginitis &/or vulvovaginitis (& non specified)) or (bacterial vaginosis) or (vulvitis non specified) (disorder),2749901013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
26705000#,Fusarium estrogenism AND vulvovaginitis,44705012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
26705000#,Fusarium estrogenism and vulvovaginitis,44706013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
26705000#,Fusarium oestrogenism and vulvovaginitis,44708014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
26705000#,Fusarium oestrogenism AND vulvovaginitis,44709018#,1,0,1,NA#,NA,NA,N+J561A,NA,NA,NA
26705000#,Fusarium estrogenism AND vulvovaginitis (disorder),757189019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
30800001#,Vaginitis,51554012#,1,0,1,2996451000006114#,Inflammation of vagina,^ESCTIN299645,NA,484704013,NA,32
30800001#,Vaginitis,51554012#,1,0,1,304742017#,Vaginitis,K4210,K421000,51554012,NA,32
30800001#,"Vaginitis, NOS",51555013#,1,0,1,2996451000006114#,Inflammation of vagina,^ESCTIN299645,NA,484704013,NA,32
30800001#,"Vaginitis, NOS",51555013#,1,0,1,304742017#,Vaginitis,K4210,K421000,51554012,NA,32
30800001#,Vaginitis (disorder),761848010#,1,0,1,2996451000006114#,Inflammation of vagina,^ESCTIN299645,NA,484704013,NA,32
30800001#,Vaginitis (disorder),761848010#,1,0,1,304742017#,Vaginitis,K4210,K421000,51554012,NA,32
367544002#,Candidiasis of the genitals,492725010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
367544002#,Candidiasis of the genitals (disorder),777348014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393561009#,Vaginal candidiasis,1467622013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393561009#,Vaginal candidiasis,1487415018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393561009#,Vaginal candidiasis (disorder),2736375014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393596009#,Vaginitis,1467657011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393596009#,Vaginitis,1487450014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393596009#,Vaginitis (disorder),2736212018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
402705006#,Infective dermatosis of male genitalia (disorder),1770629014#,1,0,1,6669001000006112#,Infective dermatosis of male genitalia,^ESCTIN666900,NA,1781805019,NA,31
402705006#,Infective dermatosis of male genitalia,1781805019#,1,0,1,6669001000006112#,Infective dermatosis of male genitalia,^ESCTIN666900,NA,1781805019,NA,31
402706007#,Infective dermatosis of female genitalia (disorder),1770630016#,1,0,1,6669011000006110#,Infective dermatosis of female genitalia,^ESCTIN666901,NA,1781806018,NA,31
402706007#,Infective dermatosis of female genitalia,1781806018#,1,0,1,6669011000006110#,Infective dermatosis of female genitalia,^ESCTIN666901,NA,1781806018,NA,31
419468003#,Gardnerella vaginitis (disorder),2574382015#,1,0,1,6937801000006117#,Gardnerella vaginalis infection,^ESCTGA693780,NA,2580230016,NA,31
419468003#,Gardnerella vaginitis (disorder),2574382015#,1,0,1,6937791000006118#,Gardnerella infection,^ESCTGA693779,NA,2580229014,NA,31
419468003#,Gardnerella vaginitis (disorder),2574382015#,1,0,1,6937811000006119#,Vaginitis due to Gardnerella vaginalis,^ESCTVA693781,NA,2580231017,NA,31
419468003#,Gardnerella vaginitis (disorder),2574382015#,1,0,1,6937781000006116#,Gardnerella vaginitis,^ESCTGA693778,NA,2577730010,NA,31
419468003#,Gardnerella vaginitis,2577730010#,1,0,1,6937801000006117#,Gardnerella vaginalis infection,^ESCTGA693780,NA,2580230016,NA,31
419468003#,Gardnerella vaginitis,2577730010#,1,0,1,6937791000006118#,Gardnerella infection,^ESCTGA693779,NA,2580229014,NA,31
419468003#,Gardnerella vaginitis,2577730010#,1,0,1,6937811000006119#,Vaginitis due to Gardnerella vaginalis,^ESCTVA693781,NA,2580231017,NA,31
419468003#,Gardnerella vaginitis,2577730010#,1,0,1,6937781000006116#,Gardnerella vaginitis,^ESCTGA693778,NA,2577730010,NA,31
419468003#,Vaginitis due to Gardnerella vaginalis,2580231017#,1,0,1,6937801000006117#,Gardnerella vaginalis infection,^ESCTGA693780,NA,2580230016,NA,31
419468003#,Vaginitis due to Gardnerella vaginalis,2580231017#,1,0,1,6937791000006118#,Gardnerella infection,^ESCTGA693779,NA,2580229014,NA,31
419468003#,Vaginitis due to Gardnerella vaginalis,2580231017#,1,0,1,6937811000006119#,Vaginitis due to Gardnerella vaginalis,^ESCTVA693781,NA,2580231017,NA,31
419468003#,Vaginitis due to Gardnerella vaginalis,2580231017#,1,0,1,6937781000006116#,Gardnerella vaginitis,^ESCTGA693778,NA,2577730010,NA,31
419760006#,Bacterial vaginitis,2580234013#,1,0,1,2580234013#,Bacterial vaginitis,K4219,K421900,2580234013,NA,32
419760006#,Bacterial vaginitis,2580234013#,1,0,1,106489015#,Gardnerella vaginalis,A3By7,A3By700,2577731014,NA,32
419760006#,Bacterial vaginitis,2580234013#,1,0,1,6942631000006112#,Nonspecific vaginitis,^ESCTNO694263,NA,2580236010,NA,32
419760006#,Bacterial vaginitis,2580234013#,1,0,1,6942621000006114#,NSV - Nonspecific vaginitis,^ESCTNS694262,NA,2580235014,NA,32
419760006#,Bacterial vaginitis,2580234013#,1,0,1,11875901000006111#,Nonspecific bacterial vaginosis,^ESCT1187590,NA,3526369011,NA,32
419760006#,Bacterial vaginitis,2580234013#,1,0,1,6942591000006112#,AV - Anaerobic vaginosis,^ESCTAV694259,NA,2580232012,NA,32
419760006#,Bacterial vaginitis,2580234013#,1,0,1,2577731014#,Bacterial vaginosis,K4219-1,K421911,2577731014,NA,32
419760006#,Bacterial vaginitis,2580234013#,1,0,1,6942601000006116#,BV - Bacterial vaginosis,^ESCTBV694260,NA,2580233019,NA,32
428252001#,Vaginitis in pregnancy (disorder),2688481010#,1,0,1,7085641000006112#,Vaginitis in pregnancy,^ESCTVA708564,NA,2695276017,NA,31
428252001#,Vaginitis in pregnancy,2695276017#,1,0,1,7085641000006112#,Vaginitis in pregnancy,^ESCTVA708564,NA,2695276017,NA,31
52643007#,Candidal balanitis,87611012#,0,1,1,879541000006116#,Penile candida,AB220-99,AB22099,880000000000000,NA,32
52643007#,Candidal balanitis,87611012#,0,1,1,3353521000006116#,Candida balanitis,^ESCTCA335352,NA,3028126010,NA,32
52643007#,Candidal balanitis,87611012#,0,1,1,87611012#,Candidal balanitis,AB220,AB22000,87611012,NA,32
52643007#,Candidal balanitis (disorder),790675016#,0,1,1,879541000006116#,Penile candida,AB220-99,AB22099,880000000000000,NA,32
52643007#,Candidal balanitis (disorder),790675016#,0,1,1,3353521000006116#,Candida balanitis,^ESCTCA335352,NA,3028126010,NA,32
52643007#,Candidal balanitis (disorder),790675016#,0,1,1,87611012#,Candidal balanitis,AB220,AB22000,87611012,NA,32
52643007#,Candida balanitis,3028126010#,0,1,1,879541000006116#,Penile candida,AB220-99,AB22099,880000000000000,NA,32
52643007#,Candida balanitis,3028126010#,0,1,1,3353521000006116#,Candida balanitis,^ESCTCA335352,NA,3028126010,NA,32
52643007#,Candida balanitis,3028126010#,0,1,1,87611012#,Candidal balanitis,AB220,AB22000,87611012,NA,32
707089008#,Genital tract infection in puerperium (disorder),3028463011#,1,0,1,7612301000006118#,Genital tract infection in puerperium,^ESCTGE761230,NA,3028637012,NA,32
707089008#,Genital tract infection in puerperium (disorder),3028463011#,1,0,1,453237013#,[X]Cervicitis following delivery,Lyu6C,Lyu6C00,3028637012,NA,32
707089008#,Genital tract infection in puerperium (disorder),3028463011#,1,0,1,453238015#,[X]Vaginitis following delivery,Lyu6B,Lyu6B00,3028637012,NA,32
707089008#,Genital tract infection in puerperium,3028637012#,1,0,1,7612301000006118#,Genital tract infection in puerperium,^ESCTGE761230,NA,3028637012,NA,32
707089008#,Genital tract infection in puerperium,3028637012#,1,0,1,453237013#,[X]Cervicitis following delivery,Lyu6C,Lyu6C00,3028637012,NA,32
707089008#,Genital tract infection in puerperium,3028637012#,1,0,1,453238015#,[X]Vaginitis following delivery,Lyu6B,Lyu6B00,3028637012,NA,32
708126004#,Recurrent candidiasis of vagina,3033982019#,1,0,1,7628891000006111#,Recurrent candidiasis of vagina,^ESCTRE762889,NA,3033982019,NA,31
708126004#,Recurrent candidiasis of vagina (disorder),3034125011#,1,0,1,7628891000006111#,Recurrent candidiasis of vagina,^ESCTRE762889,NA,3033982019,NA,31
85569008#,Vaginitis due to Gardnerella vaginalis,141841019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
85569008#,Nonspecific vaginitis,506592011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
85569008#,Bacterial vaginitis,506593018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
85569008#,NSV - Nonspecific vaginitis,506598010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
90206003#,Acute vulvovaginitis,149527015#,1,0,1,3966351000006111#,Acute vulvovaginitis,^ESCTAC396635,NA,149527015,NA,31
90206003#,Acute vulvovaginitis (disorder),833262010#,1,0,1,3966351000006111#,Acute vulvovaginitis,^ESCTAC396635,NA,149527015,NA,31
95895001#,Candidiasis of the genitals,158845012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
95895001#,Genital candidiasis,158846013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
95895001#,Candidiasis of the genitals (disorder) [Ambiguous],840144014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
95895001#,Candidiasis of the genitals (disorder),2744058013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
