MedCodeId	Term	Observations_jun24	old_2021	new_2024
278130018	Serum albumin level	140301386	1	1
1484984011	Plasma albumin level	6186595	1	1
1864141000006118	Test request : Serum albumin	7574	1	1
4107351000006113	Serum albumin	864	1	1
4107371000006115	Serum albumin level	57	1	1
6516781000006118	Plasma albumin level	18	1	1
4107341000006111	Albumin measurement, serum	1	1	1
4107361000006110	SA - Serum albumin	NA	1	0
