MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
4788621000006119	Berger's immunoglobulin A or immunoglobulin G nephropathy	^ESCTBE478862		197632002	2968772014	NA	32
5663851000006115	Immunoglobulin A nephropathy associated with liver disease	^ESCTIM566385		282364005	2969689018	NA	31
3618691000006114	Primary immunoglobulin A nephropathy	^ESCTPR361869		68779003	2969823016	NA	31
5093731000006110	IgA glomerulonephritis	^ESCTIG509373		236407003	2881692013	NA	32
354379014	IgA nephropathy	K0A28	K0A2800	236407003	354379014	NA	32
354514013	Henoch-Schonlein nephritis	D3101	D310100	236504007	354514013	NA	32
4060841000006114	Berger's paraesthesia	^ESCTBE406084		95676006	201782014	NA	31
4762491000006115	Henoch-Schoenlein vasculitis	^ESCTHE476249		191306005	294343014	NA	32
303884010	Berger's IgA or IgG nephropathy	K0326	K032600	197632002	303884010	NA	32
5093741000006117	Immunoglobulin A nephropathy	^ESCTIM509374		236407003	2969517019	NA	32
3618661000006118	Primary IgA nephropathy	^ESCTPR361866		68779003	114235012	NA	31
3618671000006113	Berger's disease	^ESCTBE361867		68779003	114236013	NA	31
7307591000006114	Familial immunoglobulin A nephropathy	^ESCTFA730759		445404003	2872205016	NA	31
5093721000006112	IgAN - IgA nephropathy	^ESCTIG509372		236407003	354378018	NA	32
4762511000006114	IgA vasculitis	^ESCTIG476251		191306005	2507091000000111	NA	32
5663841000006117	IgA nephropathy associated with liver disease	^ESCTIG566384		282364005	420661014	NA	31
4060851000006111	Berger's paresthesia	^ESCTBE406085		95676006	158498019	NA	31
5095121000006112	Henoch-Sch̦nlein nephritis	^ESCTHE509512		236504007	2817685018	NA	32
8025531000006116	Glomerulonephritis due to Henoch-Sch̦nlein purpura	^ESCTGL802553		85381000119105	3289360010	NA	31
