readcode,term_readcode,category,MedCodeId,Term,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,Release,EmisCodeCategoryId,final_readcode
Xacko#,Main spoken language Ossetian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacko#
Xackq#,Main spoken language Pali,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xackq#
Xackr#,Main spoken language Pushto,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xackr#
Xacks#,Main spoken language Sanskrit,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacks#
Xackt#,Main spoken language Northern Sami,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xackt#
Xacku#,Main spoken language Sardinian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacku#
XaPFj#,Main spoken language Indonesian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFj#
XaPFf#,Main spoken language Kalaallisut,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFf#
XaPFd#,Main spoken language Galician,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFd#
XaPFe#,Main spoken language Georgian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFe#
XaPFg#,Main spoken language Guarani,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFg#
XaPFh#,Main spoken language Hungarian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFh#
XaPFi#,Main spoken language Icelandic,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFi#
XaPFw#,Main spoken language Lao,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFw#
XaPFk#,Main spoken language Interlingua,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFk#
XaPFl#,Main spoken language Interlingue,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFl#
XaPFo#,Main spoken language Irish,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFo#
XaPFn#,Main spoken language Inuktitut,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFn#
XaPFp#,Main spoken language Javanese,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFp#
XaPFm#,Main spoken language Inupiaq,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFm#
XaPFs#,Main spoken language Kazakh,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFs#
XaPFr#,Main spoken language Kashmiri,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFr#
XaPG1#,Main spoken language Malay,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPG1#
XaPFt#,Main spoken language Kinyarwanda,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFt#
XaPFq#,Main spoken language Kannada,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFq#
XaPFy#,Main spoken language Latvian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFy#
XaPG0#,Main spoken language Malagasy,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPG0#
XaG5v#,Main spoken language Gujarati,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaG5v#
XaPFz#,Main spoken language Macedonian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFz#
XaPG3#,Main spoken language Maori,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPG3#
XaG5x#,Main spoken language Hindi,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaG5x#
XaG5y#,Main spoken language Iban,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaG5y#
XaG5z#,Main spoken language Kutchi,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaG5z#
XaG5w#,Main spoken language Hausa,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaG5w#
XaPFu#,Main spoken language Kirghiz,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFu#
XaIps#,Main spoken language Kurdish,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaIps#
XaG60#,Main spoken language Mandarin,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaG60#
XaJDO#,Main spoken language Korean,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJDO#
XaJOx#,Main spoken language Gaelic,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJOx#
XaJOz#,Main spoken language Hebrew,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJOz#
XaJP1#,Main spoken language Lingala,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJP1#
XaJDM#,Main spoken language Greek,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJDM#
XaJP3#,Main spoken language Malayalam,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJP3#
XaJD5#,Main spoken language Italian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJD5#
XaJDN#,Main spoken language Japanese,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJDN#
XaJDP#,Main spoken language Lithuanian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJDP#
XaJD6#,Main spoken language German,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJD6#
XaJP2#,Main spoken language Luganda,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJP2#
XaJOy#,Main spoken language Hakka,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJOy#
XaJP0#,Main spoken language Igbo,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJP0#
XaPG2#,Main spoken language Maltese,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPG2#
XaPG4#,Main spoken language Marathi,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPG4#
XaPG5#,Main spoken language Moldavian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPG5#
XaQht#,Main spoken language Hindko,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaQht#
XaWQU#,Main spoken language Kikuyu,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaWQU#
XaX3Z#,Main spoken language Konkani,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaX3Z#
Xacg3#,Main spoken language Manx,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacg3#
Xacg5#,Main spoken language Haitian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacg5#
XackP#,Main spoken language Herero,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XackP#
XackQ#,Main spoken language Hiri Motu,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XackQ#
XackR#,Main spoken language Ido,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XackR#
XackT#,Main spoken language Kanuri,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XackT#
XackU#,Main spoken language Komi,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XackU#
XackV#,Main spoken language Kongo,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XackV#
XackW#,Main spoken language Kuanyama,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XackW#
XackX#,Main spoken language Latin,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XackX#
XackY#,Main spoken language Limburgan,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XackY#
XackZ#,Main spoken language Luxembourgish,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XackZ#
Xacka#,Main spoken language Luba-Katanga,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacka#
Xackc#,Main spoken language Marshallese,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xackc#
XaPFI#,Main spoken language Dzongkha,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFI#
XaG5p#,Main spoken language Arabic,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaG5p#
XaPF8#,Main spoken language Abkhaz,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPF8#
XaPF9#,Main spoken language Afar,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPF9#
XaPFH#,Main spoken language Basque,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFH#
XaPFF#,Main spoken language Azerbaijani,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFF#
XaPFG#,Main spoken language Bashkir,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFG#
XaPFA#,Main spoken language Afrikaans,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFA#
XaPFD#,Main spoken language Aymara,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFD#
XaPFN#,Main spoken language Burmese,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFN#
XaPFP#,Main spoken language Central Khmer,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFP#
XaPFB#,Main spoken language Armenian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFB#
XaPFC#,Main spoken language Assamese,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFC#
XaPFK#,Main spoken language Bihari,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFK#
XaPFL#,Main spoken language Bislama,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFL#
XaPFM#,Main spoken language Breton,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFM#
XaPFO#,Main spoken language Belarusian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFO#
XaPFQ#,Main spoken language Catalan,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFQ#
XaPFU#,Main spoken language Danish,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFU#
XaPFT#,Main spoken language Corsican,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFT#
XaPFW#,Main spoken language Estonian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFW#
XaPFV#,Main spoken language Esperanto,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFV#
XaPFZ#,Main spoken language Fijian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFZ#
XaPFX#,Main spoken language Faeroese,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFX#
XaPFc#,Main spoken language Frisian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaPFc#
XaG5r#,Main spoken language Cantonese,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaG5r#
XaG5u#,Main spoken language French,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaG5u#
XaG5s#,Main spoken language Czech,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaG5s#
XaG5q#,Main spoken language Bengali,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaG5q#
XaJOr#,Main spoken language Amharic,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJOr#
XaJOt#,Main spoken language Dutch,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJOt#
XaJOv#,Main spoken language Flemish,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJOv#
XaJDL#,Main spoken language Croatian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJDL#
XaP48#,Main spoken language Bulgarian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaP48#
XaJOs#,Main spoken language Brawa,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJOs#
XaKIL#,Main spoken language Finnish,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaKIL#
XaJOq#,Main spoken language Akan,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJOq#
XaJOw#,Main spoken language French Creole,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJOw#
XaJOu#,Main spoken language Ethiopian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJOu#
XaJDK#,Main spoken language Albanian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaJDK#
XaQHz#,Main spoken language Filipino,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaQHz#
XaRAe#,Main spoken language Bamun,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaRAe#
XaWQV#,Main spoken language Fulani,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaWQV#
XaX4p#,Main spoken language Dari,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaX4p#
XaYWG#,Main spoken language Aragonese,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaYWG#
XaIpr#,Main spoken language Farsi,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XaIpr#
Xacfm#,Main spoken language Avaric,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacfm#
Xacfn#,Main spoken language Avestan,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacfn#
Xacfo#,Main spoken language Bambara,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacfo#
Xacfp#,Main spoken language Bosnian,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacfp#
Xacfq#,Main spoken language Chamorro,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacfq#
Xacfr#,Main spoken language Chechen,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacfr#
Xacfs#,Main spoken language Church Slavic,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacfs#
Xacft#,Main spoken language Chuvash,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacft#
Xacfu#,Main spoken language Cornish,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacfu#
Xacfv#,Main spoken language Cree,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacfv#
Xacfw#,Main spoken language Dhivehi,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacfw#
Xacfy#,Main spoken language Ewe,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacfy#
Xacl1#,Main spoken language Chinese,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,Xacl1#
XabBR#,First language not English,First Language Not English,NA#,NA,NA,NA,NA,NA,NA,NA,XabBR#
Xaeu9#,Does not speak English,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xaeu9#
XaI8W#,Need for interpreter,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaI8W#
XaI8X#,Interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaI8X#
XaLSx#,Interpreter needed - Turkish,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSx#
XaLSr#,Interpreter needed - Tamil,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSr#
XaLSp#,Interpreter needed - Tagalog,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSp#
XaLSt#,Interpreter needed - Thai,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSt#
XaLT1#,Interpreter needed - Welsh,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLT1#
XaLSv#,Interpreter needed - Tigrinya,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSv#
XaLSy#,Interpreter needed - Ukrainian,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSy#
XaLT0#,Interpreter needed - Vietnamese,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLT0#
XaLSz#,Interpreter needed - Urdu,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSz#
XaLT2#,Interpreter needed - Yoruba,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLT2#
XaPLo#,Zulu language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLo#
XaPLr#,Zhuang language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLr#
XaPLu#,Uzbek language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLu#
XaPLw#,Yiddish language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLw#
XaPM2#,Tibetan language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPM2#
XaPM4#,Tsonga language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPM4#
XaPM6#,Tatar language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPM6#
XaPMC#,Twi language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPMC#
XaPME#,Telugu language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPME#
XaPMO#,Tongan language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPMO#
XaPMV#,Turkmen language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPMV#
XaPMa#,Tajik language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPMa#
XaPMk#,Tswana language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPMk#
XaPMw#,Uighur language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPMw#
XaPND#,Xhosa language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPND#
XachH#,Western Frisian interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachH#
Xachw#,Tahitian interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachw#
Xachy#,Venda interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachy#
Xachz#,Volapuk interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachz#
Xaci0#,Walloon interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xaci0#
Xaci1#,Wolof interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xaci1#
XaeuB#,Romany language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaeuB#
XaPA3#,Ndebele language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPA3#
XaLSM#,Interpreter needed - Norwegian,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSM#
XaLSU#,Interpreter needed - Polish,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSU#
XaLSm#,Interpreter needed - Sylheti,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSm#
XaLSc#,Interpreter needed - Serbian,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSc#
XaLSb#,Interpreter needed - Russian,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSb#
XaLSV#,Interpreter needed - Portuguese,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSV#
XaLSa#,Interpreter needed - Panjabi,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSa#
XaLSj#,Interpreter needed - Swedish,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSj#
XaLSd#,Interpreter needed - Shona,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSd#
XaLSg#,Interpreter needed - Somali,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSg#
XaLSf#,Interpreter needed - Sinhala,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSf#
XaLSh#,Interpreter needed - Spanish,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSh#
XaPA0#,Slovak language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPA0#
XaPC4#,Romanian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPC4#
XaPLv#,Oromo language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLv#
XaPLy#,Rundi language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPLy#
XaLSN#,Pushto interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSN#
XaLSi#,Interpreter needed - Swahili,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSi#
XaPMX#,Slovenian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPMX#
XaPMY#,Swati language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPMY#
XaPMZ#,Southern Sotho language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPMZ#
XaPMe#,Sundanese language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPMe#
XaPMg#,Samoan language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPMg#
XaPMn#,Quechua language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPMn#
XaPMp#,Sango language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPMp#
XaPMz#,Oriya language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPMz#
XaPN1#,Nepali language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPN1#
XaPN5#,Occitan language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPN5#
XaPN7#,Nauru language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPN7#
XaPNC#,Romansh language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPNC#
XachJ#,Scottish Gaelic interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachJ#
XachN#,Serbo-Croatian interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachN#
XachR#,Nuosu interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XachR#
Xache#,Navajo interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xache#
Xachf#,South Ndebele interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachf#
Xachg#,North Ndebele interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachg#
Xachh#,Ndonga interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachh#
Xachj#,Norwegian Nynorsk interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachj#
Xachk#,Norwegian Bokmal interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachk#
Xachl#,Nyanja interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachl#
Xachn#,Ojibwa interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachn#
Xachp#,Ossetian interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachp#
Xachq#,Pali interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachq#
Xachs#,Sanskrit interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachs#
Xacht#,Northern Sami interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xacht#
Xachu#,Sardinian interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,Xachu#
XaLRO#,Interpreter needed - Italian,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRO#
XaLSJ#,Interpreter needed - Ganda,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSJ#
XaLRt#,Interpreter needed - Hindi,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRt#
XaLRp#,Interpreter needed - Hakka,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRp#
XaLRg#,Interpreter needed - Igbo,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRg#
XaLRm#,Interpreter needed - German,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRm#
XaLRo#,Interpreter needed - Gujarati,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRo#
XaLRn#,Interpreter needed - Greek,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRn#
XaLRr#,Interpreter needed - Hausa,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRr#
XaLRs#,Interpreter needed - Hebrew,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRs#
XaLRz#,Interpreter needed - Lingala,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRz#
XaLRx#,Interpreter needed - Korean,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRx#
XaLRw#,Interpreter needed - Japanese,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRw#
XaLSL#,Interpreter needed - Mandarin,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSL#
XaLRy#,Interpreter needed - Kurdish,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLRy#
XaLS0#,Interpreter needed - Lithuanian,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLS0#
XaLSK#,Interpreter needed - Malayalam,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaLSK#
XaPIr#,Mongolian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPIr#
XaPIs#,Moldavian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPIs#
XaPIt#,Marathi language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPIt#
XaPIu#,Maltese language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPIu#
XaPIv#,Luganda language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPIv#
XaPIy#,Kirghiz language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPIy#
XaPIz#,Iban language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPIz#
XaPJ0#,Maori language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJ0#
XaPJ2#,Macedonian language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJ2#
XaPJ4#,Malagasy language interpreter needed,Non-English speaking,NA#,NA,NA,NA,NA,NA,NA,NA,XaPJ4#
