V2_READ_CODE,V2_TERM,V3_READ_CODE,V3_TERM,SNOMED_CONCEPTID,SNOMED_TERM
4679.#,Urine dipstick for protein,467..#,Urine protein test,1030631000000106#,Urine protein test
