"V2_READ_CODE","V2_TERM","V3_READ_CODE","V3_TERM","SNOMED_CONCEPTID","SNOMED_TERM"
"47E..#","Faecal elastase 1 level","XaIRb#","Faecal elastase 1 level","1024091000000109#","Faecal elastase 1 level"
"47E..#","Faecal elastase 1 level","XaIRb#","Faecal elastase 1 level","390953005#","Faecal elastase 1 level"
